CNT,ST04Q01,AGE,ST13Q01,ST17Q01,ST19Q01,ST15Q01,ST26Q10,ST26Q02,BFMJ2,BMMJ1,PV1MATH,PV1READ,PV1SCIE
Mexico,1,15.42,1,5,2,3,2,1,33.83,23.53,381.843,414.9515,343.8456
Mexico,0,15.33,2,3,1,1,1,2,25.95,30.9,344.5319,315.2263,434.5767
Mexico,1,15.58,1,2,3,4,2,1,69.24,51.5,492.7637,473.7305,441.3838
Mexico,1,15.75,2,2,1,2,1,1,61.18,82.41,494.1658,561.4223,495.4681
Mexico,1,15.33,3,3,1,4,1,1,25.95,39.04,376.3904,438.7809,445.4868
Mexico,1,16.0,1,4,1,1,1,1,25.45,25.45,343.675,399.8597,427.583
Mexico,1,16.17,1,1,1,2,1,1,70.34,44.72,479.9891,511.8574,479.8023
Mexico,0,15.58,1,3,3,2,1,2,30.11,56.98,436.6802,413.9458,398.4894
Mexico,0,15.75,4,3,2,2,2,1,25.26,50.15,435.2781,416.1912,494.9086
Mexico,0,15.92,1,5,1,4,2,2,21.13,11.74,427.0992,425.0126,423.9463
Mexico,1,15.33,2,2,1,3,1,2,62.45,58.77,543.1609,567.3797,537.1503
Mexico,1,16.08,1,3,2,1,1,1,20.27,43.51,237.8174,290.9597,328.273
Mexico,1,15.5,2,2,1,1,1,1,62.13,35.34,455.842,490.411,452.9467
Mexico,1,15.58,4,1,2,1,2,2,31.72,41.22,402.0953,399.7008,414.7147
Mexico,1,16.17,3,3,2,2,1,2,29.47,50.15,431.3834,463.2456,480.9213
Mexico,1,16.08,1,1,1,1,2,1,22.57,76.49,391.346,402.0837,418.7244
Mexico,1,16.17,3,3,2,1,2,2,30.34,44.72,388.8534,429.2491,415.6471
Mexico,0,15.67,1,1,1,1,2,2,11.74,76.65,480.76800000000003,481.3092,435.2294
Mexico,0,15.25,3,3,2,4,2,2,11.74,16.38,428.6571,404.2423,495.1884
Mexico,1,15.42,3,3,1,4,1,2,44.14,31.08,471.8881,535.5278,504.2335
Mexico,1,15.67,5,3,1,1,1,1,59.35,16.5,402.9522,468.0909,444.834
Mexico,0,16.08,1,1,2,3,1,2,25.04,44.94,559.1291,529.9071,513.5584
Mexico,0,15.5,1,1,1,1,1,1,65.01,82.41,501.1762,446.3444,449.7762
Mexico,1,16.17,1,1,2,1,1,1,85.41,76.65,456.621,452.1253,466.934
Mexico,0,15.67,2,1,1,1,2,1,25.95,76.49,462.8525,452.4392,473.2749
Mexico,1,15.67,2,2,2,2,1,1,65.01,76.49,475.3155,571.4306,519.8993
Mexico,0,15.92,3,3,1,1,2,2,25.04,24.53,480.1449,433.0321,415.9269
Mexico,0,15.67,3,4,2,1,2,1,11.74,29.47,425.6193,429.8243,423.3868
Mexico,0,15.67,3,3,1,4,2,2,22.57,14.21,515.976,499.5935,464.4163
Mexico,0,15.58,3,1,2,4,1,1,41.27,29.73,534.5147,535.0395,551.6039
Mexico,1,15.67,2,3,2,2,1,1,42.3,75.54,339.8582,332.1844,318.5752
Mexico,0,15.83,3,3,1,4,1,2,41.63,39.04,489.3363,518.8402,448.2842
Mexico,1,16.17,1,2,1,2,1,1,79.74,54.55,460.0483,462.6102,421.8016
Mexico,0,15.58,4,3,1,3,2,1,22.57,14.21,327.4731,307.1267,335.7329
Mexico,0,15.58,5,1,2,2,2,2,28.12,16.5,366.5758,324.1279,367.7173
Mexico,1,15.33,5,5,1,3,1,2,11.74,38.58,393.9944,446.4062,368.0903
Mexico,1,15.5,2,2,2,2,1,1,51.01,76.65,416.1941,431.4732,409.959
Mexico,0,16.0,3,4,3,2,1,1,27.61,56.64,515.976,548.9933,465.6285
Mexico,1,15.67,3,2,1,2,1,2,28.53,76.49,458.101,428.2165,452.9467
Mexico,0,15.5,3,3,1,1,1,1,28.84,28.84,313.5301,323.9675,324.2633
Mexico,0,15.75,3,1,2,2,1,2,41.63,41.63,413.0784,356.1255,463.4838
Mexico,1,15.83,4,5,1,2,1,1,22.57,21.24,414.0131,426.7073,484.3715
Mexico,1,15.5,3,3,2,3,1,2,20.35,21.24,335.9635,307.6403,351.5852
Mexico,1,15.5,4,4,1,1,2,2,29.73,29.73,473.0566,473.5716,487.3555
Mexico,1,15.75,4,3,1,4,2,2,21.96,23.88,362.8369,398.7476,383.9426
Mexico,0,16.17,1,1,1,2,2,2,76.98,76.49,399.7585,346.42199999999997,392.3349
Mexico,1,15.83,3,1,4,1,1,1,44.14,57.03,434.0318,542.0412,452.7602
Mexico,0,16.17,1,1,1,1,1,1,30.78,44.14,429.5918,473.1293,489.9664
Mexico,1,15.25,3,3,1,4,1,2,50.73,30.34,533.7358,480.7204,435.2294
Mexico,1,15.33,2,2,2,4,1,1,56.38,44.94,482.3259,522.1834,493.0436
Mexico,1,15.67,2,2,2,4,1,1,79.05,62.13,398.668,487.7104,350.37300000000005
Mexico,1,15.33,2,1,1,2,1,1,62.13,82.41,465.1893,530.9208,457.4226
Mexico,1,15.58,5,4,1,1,2,2,25.04,23.53,365.719,276.5827,334.241
Mexico,1,15.33,3,3,1,4,1,2,22.57,16.38,378.7272,374.4417,336.3857
Mexico,0,16.17,1,1,1,1,1,1,30.78,39.04,369.38,381.066,381.8911
Mexico,0,16.08,2,2,2,1,1,1,76.24,42.3,330.4331,354.6019,331.7232
Mexico,1,15.58,5,5,1,1,1,1,25.2,14.57,388.5418,336.9503,402.5923
Mexico,1,15.83,3,4,2,4,1,1,22.57,16.38,365.4074,427.4222,414.7147
Mexico,1,16.08,3,4,1,1,1,2,27.3,14.21,380.2851,495.1769,429.6345
Mexico,1,15.83,2,3,1,4,1,2,24.09,57.03,462.9304,489.4578,433.2712
Mexico,0,15.92,5,4,4,1,1,2,12.01,16.5,334.3278,340.1668,332.6557
Mexico,1,16.17,1,1,1,1,1,1,25.2,70.5,364.7063,395.7292,357.8329
Mexico,1,15.83,4,1,1,4,1,2,28.52,16.38,348.4265,470.3944,371.727
Mexico,0,16.08,1,3,1,4,1,2,23.8,44.14,401.7838,478.5826,444.5543
Mexico,0,15.75,1,2,1,3,1,1,16.5,44.94,448.9874,449.8729,442.969
Mexico,1,16.0,1,1,1,4,1,1,35.7,24.79,298.4967,314.8685,334.5207
Mexico,1,16.0,1,2,1,2,1,1,76.49,52.72,445.0927,497.0832,431.1264
Mexico,1,15.42,5,4,1,1,2,1,22.57,21.24,347.2581,294.0575,315.8709
Mexico,1,16.08,3,4,1,4,1,2,22.57,62.13,309.0902,373.4886,334.5207
Mexico,1,16.17,3,3,3,1,2,2,30.34,43.85,327.7847,252.7534,268.3141
Mexico,1,15.92,3,3,2,1,2,2,39.04,39.04,458.9578,456.2557,464.8825
Mexico,1,15.5,4,5,1,2,1,1,14.57,17.55,312.5954,323.5265,313.3532
Mexico,0,15.42,1,2,2,4,1,1,36.86,65.01,511.0687,505.1269,493.0436
Mexico,0,15.75,3,1,2,4,2,1,40.54,16.8,373.2747,437.0418,424.0395
Mexico,1,15.42,4,4,2,2,1,1,23.53,23.53,366.7316,383.8146,410.0522
Mexico,0,15.25,1,1,1,2,1,2,50.9,62.13,403.809,444.7405,433.9239
Mexico,1,15.58,5,4,1,2,2,2,41.63,23.57,409.5731,428.1371,375.5502
Mexico,1,15.25,4,4,2,1,1,2,11.74,16.38,457.32199999999995,464.7548,401.6598
Mexico,0,15.83,3,3,2,2,1,1,27.91,27.91,469.1619,509.2971,523.163
Mexico,1,15.58,3,2,2,3,1,1,62.13,25.04,436.836,549.0311,507.031
Mexico,0,15.42,4,3,1,4,1,1,37.83,54.55,515.1192,542.8986,485.4905
Mexico,1,15.42,3,3,2,4,1,2,30.34,39.04,435.0444,424.3244,447.07199999999995
Mexico,1,15.58,1,1,1,1,1,1,81.4,48.1,447.4295,471.1887,451.3614
Mexico,1,15.75,1,4,4,4,2,2,41.27,16.5,411.131,482.1502,438.9593
Mexico,1,15.75,2,2,1,2,1,1,76.65,75.13,373.5862,443.5467,436.7214
Mexico,1,16.08,4,4,1,4,1,1,29.73,39.04,360.2664,416.3813,399.7949
Mexico,0,15.75,3,3,2,4,1,2,24.43,24.43,364.3948,382.5095,412.8497
Mexico,0,15.25,3,2,1,2,1,1,33.76,16.5,390.5671,433.5133,411.5442
Mexico,0,15.83,3,2,1,1,2,2,11.74,24.53,401.7838,437.0418,492.1112
Mexico,1,15.75,1,3,4,4,1,2,29.47,14.21,400.6154,396.603,440.1716
Mexico,0,15.75,3,4,2,2,2,2,22.57,30.9,430.9939,426.6967,472.8087
Mexico,0,15.58,5,4,4,4,1,2,11.74,16.5,439.9517,421.8049,486.5162
Mexico,1,16.08,1,2,2,2,1,1,70.09,70.09,492.7637,478.4964,495.4681
Mexico,0,16.0,2,3,2,2,1,1,29.47,29.47,425.9308,371.2823,414.7147
Mexico,1,15.42,3,1,1,2,1,1,62.13,39.02,486.9216,545.7744,547.1279
Mexico,0,16.17,4,4,2,2,2,1,23.53,16.5,341.3382,312.7403,338.2507
Mexico,1,15.67,2,3,1,1,1,1,30.34,48.66,434.8107,499.9427,457.4226
Mexico,1,16.08,5,5,1,4,1,2,15.35,16.5,428.6571,456.8911,438.8661
Mexico,1,15.5,2,2,3,1,2,1,60.29,76.65,552.3524,531.4768,517.2883
Mexico,0,16.0,3,1,1,1,1,2,29.73,14.21,522.5191,510.8208,447.3517
Mexico,1,15.58,4,3,1,3,1,2,35.7,50.15,547.9903,557.7685,527.2659
Mexico,1,15.25,3,3,1,1,2,1,29.73,21.24,434.0318,475.1603,452.9467
Mexico,0,15.42,1,4,4,4,1,1,30.34,73.91,379.7398,451.4768,407.9075
Mexico,1,15.5,5,3,1,1,1,1,11.74,17.55,383.0893,359.9853,374.6177
Mexico,0,15.42,1,4,1,4,1,2,28.52,30.9,432.4739,469.1196,399.7949
Mexico,0,15.75,1,3,1,1,2,1,29.47,29.47,381.2977,315.1462,417.5121
Mexico,1,15.67,3,4,2,2,1,1,41.27,23.53,380.36300000000006,365.6249,384.2223
Mexico,0,15.75,4,1,1,1,1,1,56.5,70.4,419.3878,429.5035,393.8269
Mexico,0,15.33,3,5,1,2,1,1,62.39,62.39,427.8782,402.5582,355.8747
Mexico,0,15.75,4,1,1,2,1,2,76.65,52.72,355.3591,376.8959,425.9045
Mexico,0,15.67,2,3,1,4,2,2,33.76,39.04,373.5083,314.3442,333.5882
Mexico,0,15.5,2,3,2,4,1,1,39.04,48.1,504.2919,429.0224,493.3234
Mexico,0,15.33,1,1,1,1,1,2,33.76,31.08,508.2645,559.7394,436.1619
Mexico,0,15.58,1,3,1,1,1,1,13.34,29.73,589.1182,547.7102,549.8322
Mexico,1,15.92,4,2,1,1,1,1,65.01,29.47,504.1362,567.4591,477.9373
Mexico,0,15.5,3,1,2,2,1,1,65.01,44.94,442.67800000000005,441.9337,493.3234
Mexico,1,15.5,5,1,1,4,1,2,22.57,24.53,357.61800000000005,367.0546,352.23800000000006
Mexico,0,15.58,1,2,1,1,1,1,76.49,44.94,466.124,487.5644,468.1462
Mexico,1,15.83,4,5,1,4,2,1,28.12,16.5,396.6428,364.1157,324.0768
Mexico,1,15.33,3,3,1,1,1,2,24.53,41.27,368.6789,330.5958,397.8366
Mexico,0,15.58,3,5,1,4,1,2,27.91,39.04,484.6627,453.2411,431.3129
Mexico,1,16.17,5,5,1,4,2,2,33.83,26.64,400.6154,420.3529,420.2163
Mexico,1,15.58,1,1,2,4,1,2,88.7,31.08,384.3356,471.983,432.7117
Mexico,1,15.5,3,3,1,1,1,2,25.95,25.04,425.4635,477.702,402.4058
Mexico,1,15.83,2,1,1,1,1,2,75.54,62.13,293.5115,378.0956,300.9511
Mexico,0,15.92,3,1,1,4,1,2,82.41,29.73,534.5147,527.02,576.0351
Mexico,0,15.58,3,2,2,2,2,2,75.54,41.27,492.53,486.8426,531.5554
Mexico,0,15.42,3,5,1,4,1,1,22.57,62.13,405.2111,357.0077,388.605
Mexico,1,15.25,5,5,1,4,2,1,22.57,16.38,394.7733,433.8561,350.37300000000005
Mexico,0,16.0,4,3,1,1,2,2,41.63,21.24,537.6305,542.257,492.8571
Mexico,0,15.92,4,5,1,4,1,1,28.52,39.04,502.7341,488.0455,446.9787
Mexico,1,15.67,4,3,1,2,1,2,30.11,16.38,410.3521,417.0168,465.069
Mexico,1,16.17,4,4,1,1,2,1,51.5,14.21,358.4748,382.226,402.5923
Mexico,1,15.75,1,1,1,1,1,1,86.72,86.72,386.0492,476.9077,448.8437
Mexico,1,16.0,1,1,2,4,1,1,28.48,44.94,462.8525,497.5598,451.8277
Mexico,1,15.67,2,2,1,1,1,1,75.13,29.47,520.6496,549.5077,535.5651
Mexico,0,15.75,5,4,3,4,2,2,21.13,23.53,302.3134,379.2216,327.0608
Mexico,1,15.42,5,3,4,4,1,2,22.57,25.2,473.7576,488.8224,452.9467
Mexico,0,15.92,1,3,1,1,1,2,39.02,58.77,472.3555,476.8183,463.7635
Mexico,0,16.0,4,5,1,1,1,2,35.34,35.34,430.3708,367.2726,388.605
Mexico,0,15.58,2,3,1,2,1,1,57.03,44.94,421.8804,417.1536,438.5863
Mexico,0,16.17,4,3,1,1,2,2,30.34,21.24,390.645,335.9967,399.5151
Mexico,0,16.0,3,4,1,4,1,2,21.24,39.04,480.8459,457.8924,429.5412
Mexico,1,15.58,2,3,1,1,1,1,29.73,70.09,462.9304,530.8414,459.7538
Mexico,1,15.75,3,2,1,3,1,2,42.3,50.15,470.0966,536.3221,448.2842
Mexico,1,15.58,1,1,2,2,2,2,75.54,68.7,411.4426,478.3375,427.7695
Mexico,0,15.75,4,2,1,2,2,2,16.5,16.5,428.6571,420.20099999999996,337.2249
Mexico,0,15.5,2,3,2,1,1,2,36.35,76.49,446.4948,428.3808,489.1272
Mexico,1,16.0,1,4,2,1,1,1,37.92,65.01,414.5583,432.2675,479.0563
Mexico,0,16.0,3,3,1,1,1,2,23.63,41.63,430.9939,390.529,434.2037
Mexico,1,15.67,1,3,2,2,2,1,37.34,25.04,364.94,488.6635,412.8497
Mexico,0,15.83,1,1,1,1,1,1,86.72,23.47,396.7986,393.7368,431.7792
Mexico,1,15.5,1,1,1,2,2,2,62.13,70.89,520.7275,518.053,540.3208
Mexico,0,15.75,3,4,2,2,2,2,51.5,14.21,357.0728,384.9154,415.9269
Mexico,0,16.17,1,3,1,1,1,1,40.54,40.54,486.9995,475.6956,499.5711
Mexico,0,15.33,1,1,1,1,1,1,23.63,29.47,293.1999,247.7828,284.4461
Mexico,0,15.75,2,5,1,4,1,2,26.85,39.02,511.9255,497.1877,499.5711
Mexico,0,15.42,3,5,2,3,2,1,41.27,24.53,329.8878,283.0683,357.5532
Mexico,1,15.58,5,4,2,2,2,1,11.74,14.21,308.6228,410.98,394.0134
Mexico,0,15.75,1,1,1,1,2,2,51.92,58.77,439.017,423.5691,506.658
Mexico,0,16.0,1,1,4,4,1,2,36.92,76.49,498.6836,517.3967,460.4066
Mexico,1,15.5,3,3,1,4,1,2,41.63,56.0,411.6763,522.0246,501.436
Mexico,1,16.17,5,4,1,4,1,2,11.74,29.73,463.0083,525.2018,401.9396
Mexico,1,15.42,2,2,1,1,1,1,44.14,44.14,445.7937,448.94800000000004,381.9843
Mexico,1,15.42,1,1,2,2,1,1,53.6,56.0,489.3363,519.0062,468.79900000000004
Mexico,1,16.0,3,3,1,2,2,2,18.07,29.73,411.7542,454.6671,371.4472
Mexico,0,15.25,1,3,2,2,1,2,25.23,14.64,328.33,333.5909,372.473
Mexico,0,15.83,2,1,1,4,1,1,71.39,68.55,510.3677,490.1306,517.2883
Mexico,0,15.42,2,2,1,1,1,1,76.49,76.49,395.5523,368.0745,398.8624
Mexico,1,15.83,3,3,1,1,2,2,41.27,57.99,519.7149,503.9143,519.1533
Mexico,1,15.92,2,2,1,1,1,2,57.03,44.94,402.2511,462.4513,394.4797
Mexico,0,15.58,5,5,3,2,2,2,36.92,14.57,405.4448,457.0904,423.10699999999997
Mexico,1,15.67,2,2,4,4,1,1,79.05,29.47,557.8828,615.1177,553.6554
Mexico,1,15.75,2,2,1,2,1,2,11.74,42.3,483.1827,518.8473,415.5539
Mexico,1,15.58,2,3,1,1,1,2,33.83,24.53,431.695,430.8378,469.5449
Mexico,1,15.33,1,3,1,1,1,2,30.34,44.94,390.0997,451.1721,409.1197
Mexico,1,15.92,1,4,1,4,1,1,23.8,76.65,467.60400000000004,422.7358,398.7691
Mexico,0,15.67,2,3,2,2,1,2,16.5,24.85,355.5149,367.7538,363.9873
Mexico,1,15.25,1,3,3,4,1,2,26.85,21.24,458.101,459.1946,492.1112
Mexico,1,16.17,1,3,1,1,1,2,51.25,23.47,506.9403,496.4478,532.2081
Mexico,1,16.08,1,2,1,2,1,1,81.4,44.94,427.7224,490.967,383.9426
Mexico,0,15.25,3,4,1,4,1,1,29.73,16.5,470.6418,533.4356,457.4226
Mexico,1,15.92,1,1,1,1,1,1,70.34,70.34,389.0092,414.475,396.6244
Mexico,0,15.92,4,1,1,1,2,1,63.03,16.8,369.4579,350.5119,371.1675
Mexico,1,15.92,3,3,1,4,1,2,24.68,24.68,438.6275,483.0239,388.605
Mexico,0,15.5,3,3,2,4,1,2,51.5,32.5,426.4761,372.8862,453.5994
Mexico,0,15.92,3,3,1,4,1,2,29.73,17.55,368.8347,391.3309,339.8359
Mexico,0,15.42,3,3,2,4,1,2,62.13,16.38,431.695,428.3808,415.4606
Mexico,1,15.83,3,3,1,4,1,1,26.8,30.32,424.7624,447.3594,428.6087
Mexico,1,15.92,2,2,1,1,1,2,36.35,21.24,505.0709,545.5361,486.1432
Mexico,1,15.58,2,1,2,4,1,1,78.17,76.65,467.5261,496.7655,408.1872
Mexico,1,15.5,1,1,1,1,2,2,11.74,16.8,338.3004,367.1341,310.1828
Mexico,0,15.5,2,3,1,2,1,2,30.34,16.5,349.1276,360.2155,376.2962
Mexico,0,16.0,1,3,2,1,1,2,11.74,44.14,506.0056,421.9652,460.0336
Mexico,1,15.75,1,1,2,2,1,1,85.41,85.41,459.4251,467.8526,459.4741
Mexico,0,15.83,3,3,1,3,2,2,62.13,14.21,516.2876,514.8305,503.301
Mexico,0,15.92,1,4,2,2,2,2,30.34,48.1,407.5479,375.4524,360.6304
Mexico,0,16.0,3,1,4,4,2,2,21.2,21.2,476.0944,470.0819,422.9206
Mexico,0,15.33,1,2,1,4,1,2,75.54,54.55,453.7389,429.8243,465.069
Mexico,1,15.58,5,5,1,1,1,1,35.34,35.34,289.2273,311.5324,373.5919
Mexico,0,15.58,1,1,1,1,2,2,59.35,31.08,430.8381,327.0951,385.8075
Mexico,0,16.17,4,3,2,4,1,2,47.74,29.73,380.5188,425.0126,421.2421
Mexico,0,15.25,3,3,2,2,1,1,30.34,14.21,349.595,367.1122,336.3857
Mexico,1,15.67,3,5,2,2,1,1,24.53,16.38,432.4739,442.5935,440.8243
Mexico,1,15.75,3,3,2,4,2,1,39.04,21.64,367.2768,464.0399,401.6598
Mexico,0,15.83,3,1,1,4,1,1,33.16,25.45,372.8073,385.0758,407.8142
Mexico,0,16.17,2,3,2,2,1,1,14.57,24.53,503.5909,581.3919,470.3842
Mexico,0,15.67,3,3,1,4,2,2,40.54,16.5,398.668,346.42199999999997,411.9172
Mexico,1,15.58,3,5,3,2,1,2,22.57,23.57,445.1706,410.0268,356.9004
Mexico,1,15.67,4,4,1,1,2,2,41.63,41.63,474.7702,509.3156,552.4431
Mexico,0,15.83,2,2,2,2,1,2,76.49,88.7,503.0456,441.6931,493.0436
Mexico,0,15.25,3,3,2,2,1,1,16.8,16.38,329.1868,268.7937,336.9452
Mexico,1,16.17,3,3,2,3,1,2,26.62,16.5,504.1362,478.4964,472.3424
Mexico,0,15.5,1,3,1,1,1,1,41.27,29.73,498.6836,471.6858,424.972
Mexico,0,16.17,1,1,1,4,1,1,70.34,24.53,541.6031,519.6422,519.9925
Mexico,1,15.92,3,1,1,2,2,1,56.03,27.91,406.9248,518.053,425.2518
Mexico,0,15.58,2,3,1,2,1,1,25.63,16.5,338.3783,413.4646,320.1604
Mexico,1,15.5,3,3,1,2,2,2,11.74,11.74,476.3281,452.1253,500.5035
Mexico,0,16.17,3,2,2,4,1,1,76.49,16.5,521.1949,483.4744,503.301
Mexico,0,15.75,3,1,1,1,1,1,41.27,27.91,413.0784,413.0637,456.0239
Mexico,1,16.08,5,5,1,4,1,2,51.5,21.24,422.4256,421.1472,425.8113
Mexico,1,15.83,1,3,1,1,1,1,33.66,56.0,481.4691,557.6891,462.2715
Mexico,0,15.83,1,1,1,1,1,1,79.05,79.05,614.7453,631.1125,600.2797
Mexico,1,15.75,2,3,2,2,2,2,27.91,68.88,430.9939,454.5876,399.1421
Mexico,1,15.67,2,1,4,2,1,1,35.34,68.7,576.8889,573.8136,574.7296
Mexico,0,15.25,1,1,1,1,1,2,80.46,82.41,588.9625,530.7892,518.2208
Mexico,1,15.33,5,3,2,2,2,2,30.78,41.63,342.195,430.6789,426.7438
Mexico,0,15.67,3,4,2,2,1,2,22.57,30.9,420.7119,433.7538,398.8624
Mexico,1,16.17,2,2,2,4,1,1,85.41,72.3,582.0299,646.8901,532.9541
Mexico,1,15.25,2,2,1,4,1,2,75.13,76.65,546.9777,535.6867,535.9381
Mexico,0,15.83,3,3,1,4,1,1,22.57,16.5,446.1832,415.2289,446.4192
Mexico,1,15.75,2,1,2,2,1,1,57.03,88.7,396.6428,472.1419,429.6345
Mexico,1,15.92,4,3,1,2,1,2,23.47,16.5,442.7559,501.3725,454.1589
Mexico,1,15.83,1,3,2,1,1,1,61.82,35.34,478.4312,555.5444,532.0216
Mexico,1,15.5,2,2,1,2,2,1,51.01,44.94,324.2016,410.1857,335.2667
Mexico,1,15.33,1,3,1,1,1,1,43.85,43.85,459.8146,416.3813,475.2331
Mexico,1,15.42,3,4,3,2,1,1,30.34,21.24,385.7377,405.26099999999997,421.2421
Mexico,0,16.08,1,3,1,2,1,2,37.92,58.77,439.9517,361.4986,461.3391
Mexico,1,16.17,3,4,2,4,1,1,22.57,48.1,441.7433,532.2712,506.0985
Mexico,0,15.75,4,4,1,4,1,1,11.74,44.14,460.5157,529.2655,475.3264
Mexico,1,15.42,2,2,1,2,1,2,76.49,35.34,472.9787,522.0246,447.3517
Mexico,1,15.92,3,5,2,4,1,1,22.57,29.73,413.7794,348.2295,346.4565
Mexico,1,15.58,3,3,3,2,2,1,22.57,16.5,407.5479,355.3783,362.3088
Mexico,0,16.08,2,2,2,4,1,1,51.56,88.7,521.3507,501.1974,451.9209
Mexico,0,15.75,3,4,3,4,1,2,15.35,28.48,419.23199999999997,428.3808,455.7441
Mexico,1,16.0,1,1,1,1,1,1,33.83,62.13,388.38599999999997,401.4483,402.2193
Mexico,0,16.0,1,1,3,1,2,2,25.63,14.57,470.8755,495.5838,472.5289
Mexico,0,16.08,4,4,1,4,1,1,22.57,16.38,512.7824,514.8305,518.1276
Mexico,1,15.58,4,4,3,3,2,2,11.74,16.5,469.785,424.245,461.3391
Mexico,0,16.0,1,3,1,4,1,1,62.13,44.94,438.8612,477.1391,414.0619
Mexico,0,15.83,1,4,1,1,1,1,23.57,44.94,381.843,374.4901,413.7822
Mexico,1,15.67,4,3,2,4,1,1,28.48,31.08,406.769,445.1353,358.5789
Mexico,1,15.83,1,4,1,1,1,1,44.14,62.39,448.2084,451.8075,453.5062
Mexico,0,15.92,5,5,4,3,1,2,25.2,16.5,489.57,489.1682,479.9888
Mexico,0,15.42,3,3,4,4,2,2,23.8,41.63,465.3451,453.8827,429.9142
Mexico,0,16.08,1,3,1,2,1,1,26.8,28.48,365.0179,384.2738,354.6624
Mexico,0,15.5,1,3,1,2,1,2,33.76,23.53,413.7794,484.517,448.2842
Mexico,0,15.25,2,2,1,4,1,1,80.75,61.82,500.1636,511.5425,530.3432
Mexico,1,15.92,3,3,2,3,1,1,29.47,27.3,561.8554,520.4359,486.423
Mexico,0,16.08,1,1,1,4,1,1,81.92,84.14,520.1823,564.3907,464.1365
Mexico,0,15.67,1,3,2,1,2,1,32.75,48.1,454.2842,418.7575,450.8952
Mexico,1,15.33,4,3,4,1,1,2,22.57,29.73,371.7168,442.7524,388.4185
Mexico,1,15.5,4,1,1,1,2,2,62.13,62.13,289.3831,322.6527,274.8415
Mexico,1,16.0,3,3,1,2,1,1,44.14,44.14,423.9835,468.8058,413.6889
Mexico,0,16.08,1,3,1,4,1,1,31.15,62.13,507.4077,525.2558,539.9478
Mexico,1,15.92,1,1,4,1,2,1,51.56,76.49,535.3716,576.832,490.1529
Mexico,0,15.33,1,2,1,2,2,1,86.72,29.47,416.973,483.5546,426.7438
Mexico,0,15.5,2,2,1,2,1,1,68.88,68.88,463.3198,493.8195,430.56699999999995
Mexico,1,15.75,5,3,2,2,1,1,11.74,24.53,380.9861,415.5076,424.972
Mexico,1,15.25,3,1,2,4,1,1,31.72,21.24,355.5149,443.8644,363.0548
Mexico,0,15.83,2,4,2,1,1,1,44.72,56.0,556.4808,627.5840000000001,518.7803
Mexico,1,15.92,2,2,2,2,1,2,41.27,76.49,532.9568,511.8574,444.5543
Mexico,1,15.83,5,3,1,4,1,2,50.57,44.14,347.5697,334.7262,326.1283
Mexico,1,16.0,2,4,4,1,1,2,78.17,82.41,446.4169,502.0874,420.3096
Mexico,1,16.17,3,2,1,4,2,1,37.83,44.94,471.4208,537.2753,519.1533
Mexico,1,15.33,1,2,1,4,1,2,76.65,29.73,326.7721,437.0334,400.4476
Mexico,1,16.08,3,3,1,4,1,1,26.85,16.5,421.2572,472.6185,400.7273
Mexico,0,15.92,1,1,1,1,2,2,75.43,56.0,388.3081,363.2629,429.3547
Mexico,0,16.0,1,2,1,2,1,1,75.54,76.49,544.563,562.867,522.8833
Mexico,1,15.83,2,2,1,1,1,1,57.03,39.02,453.7389,473.5716,423.10699999999997
Mexico,1,15.92,1,1,2,4,1,2,16.5,29.47,563.0238,577.6263,565.7777
Mexico,0,15.42,4,5,1,2,2,2,30.78,14.21,464.4103,470.7235,421.2421
Mexico,1,15.5,1,1,1,4,1,1,62.13,56.0,426.2424,514.8758,516.3558
Mexico,1,15.83,3,1,1,2,2,2,40.54,39.04,491.6732,486.4395,520.8318
Mexico,0,16.0,2,2,1,1,1,2,55.96,65.12,434.3434,515.7928,450.7087
Mexico,0,15.75,2,2,2,1,1,2,62.13,76.49,519.0918,533.7564,509.4554
Mexico,0,15.75,1,1,1,1,1,2,38.88,31.08,480.2228,467.5157,534.0731
Mexico,0,15.42,1,1,2,2,1,1,50.9,65.01,574.7079,537.9265,566.7102
Mexico,0,15.83,1,1,1,1,2,2,25.04,29.73,403.809,478.4222,429.2615
Mexico,0,15.58,1,1,1,4,1,1,37.22,42.3,622.0673,599.1951,629.7464
Mexico,1,15.58,4,1,2,4,1,1,47.42,48.1,583.6657,583.2659,537.1503
Mexico,0,15.42,1,1,2,1,1,1,26.85,31.08,538.3315,432.1499,483.7188
Mexico,1,16.08,3,3,1,2,1,1,48.13,40.54,434.8886,507.727,444.461
Mexico,0,15.83,1,1,1,1,1,1,79.74,29.47,378.6493,400.0721,382.0776
Mexico,1,16.08,3,4,1,3,2,1,22.57,17.55,312.7512,368.7227,320.2536
Mexico,0,16.17,4,1,1,2,2,1,29.47,23.43,393.6049,396.1426,468.7057
Mexico,0,15.67,3,3,1,2,1,1,29.73,39.04,420.0888,426.6967,441.1041
Mexico,0,16.0,2,2,1,4,1,1,79.05,48.1,645.4354,640.8963,667.9784
Mexico,1,15.83,3,3,1,1,1,1,30.78,35.34,391.9692,422.1003,380.2126
Mexico,0,15.25,1,2,1,1,1,2,79.05,44.94,466.9808,481.9507,364.0806
Mexico,0,15.58,3,3,1,2,1,2,26.8,13.87,397.1101,400.7939,393.2674
Mexico,0,16.0,1,3,1,1,1,1,75.43,75.43,426.7098,431.4282,442.6893
